web-scraper-order,web-scraper-start-url,Name,Position,Team,W-val,L-val,ERA,G-val,GS-val,CG-val,SHO,SV-val,SVO,IP-val,H-val,R-val,ER-val,HR-val,HB-val,BB-val,SO-val,WHIP,AVG
1718121088-156,https://www.milb.com/stats/pitching?page=18,JoshJ JamesJames,P,MEM,1,0,19.96,9,0,0,0,0,0,7.2,13,18,17,2,1,15,5,3.65,0.371
1718121088-157,https://www.milb.com/stats/pitching?page=18,JohnJ KingKing,P,MEM,1,0,3.38,6,0,0,0,2,2,5.1,6,2,2,1,0,0,5,1.13,0.273
1718121088-158,https://www.milb.com/stats/pitching?page=18,RobertR KwiatkowskiKwiatkowski,P,WOR,2,0,0,3,0,0,0,0,0,6.1,4,0,0,0,0,1,5,0.79,0.19
1718121092-159,https://www.milb.com/stats/pitching?page=17,ZakZ KentKent,P,COL,1,0,0,3,1,0,0,0,0,5,3,0,0,0,0,1,8,0.8,0.176
1718121092-160,https://www.milb.com/stats/pitching?page=17,AndrewA MagnoMagno,P,TOL,1,3,7.84,9,0,0,0,0,1,10.1,15,10,9,1,1,7,8,2.13,0.366
1718121092-161,https://www.milb.com/stats/pitching?page=17,KadeK McClureMcClure,P,IND,0,2,15,7,0,0,0,0,1,9,13,15,15,4,2,8,8,2.33,0.333
1718121092-162,https://www.milb.com/stats/pitching?page=17,NickN MikolajchakMikolajchak,P,COL,0,0,1.86,10,0,0,0,0,0,9.2,8,2,2,1,0,6,8,1.45,0.235
1718121092-163,https://www.milb.com/stats/pitching?page=17,ZachZ PenrodPenrod,P,WOR,0,0,3.38,2,2,0,0,0,0,8,9,3,3,0,0,7,8,2,0.281
1718121092-164,https://www.milb.com/stats/pitching?page=17,AdamA PlutkoPlutko,P,STP,0,1,5.59,3,3,0,0,0,0,9.2,8,6,6,3,0,4,8,1.24,0.229
1718121092-165,https://www.milb.com/stats/pitching?page=17,SalS RomanoRomano,P,WOR,0,0,6.19,9,0,0,0,1,1,16,14,11,11,4,1,5,8,1.19,0.237
1718121092-166,https://www.milb.com/stats/pitching?page=17,JakeJ WalshWalsh,P,GWN,2,1,2.31,11,0,0,0,0,0,11.2,10,5,3,0,0,8,8,1.54,0.222
1718121092-167,https://www.milb.com/stats/pitching?page=17,AdamA WolfWolf,P,TOL,1,0,3.24,5,1,0,0,0,0,8.1,6,3,3,0,2,8,8,1.68,0.207
1718121092-168,https://www.milb.com/stats/pitching?page=17,MattM BowmanBowman,P,STP,0,0,0,5,0,0,0,0,0,6,3,1,0,0,0,2,7,0.83,0.15
1718121092-169,https://www.milb.com/stats/pitching?page=17,MikeM ClevingerClevinger,P,CLT,0,0,3.68,2,2,0,0,0,0,7.1,10,3,3,1,0,3,7,1.77,0.333
1718121092-170,https://www.milb.com/stats/pitching?page=17,Woo-SukW GoGo,P,JAX,1,0,3.18,9,0,0,0,0,0,11.1,11,4,4,0,2,3,7,1.24,0.262
1718121092-171,https://www.milb.com/stats/pitching?page=17,AndreA GranilloGranillo,P,MEM,1,0,1.17,6,0,0,0,0,0,7.2,3,1,1,1,0,3,7,0.78,0.115
1718121092-172,https://www.milb.com/stats/pitching?page=17,JimmyJ HergetHerget,P,GWN,0,0,3.86,6,0,0,0,1,1,7,8,3,3,1,0,2,7,1.43,0.286
1718121092-173,https://www.milb.com/stats/pitching?page=17,JoeJ JacquesJacques,P,WOR,0,1,15.75,4,0,0,0,0,0,4,8,7,7,0,0,6,7,3.5,0.421
1718121092-174,https://www.milb.com/stats/pitching?page=17,JustinJ JarvisJarvis,P,SYR,0,1,6,3,3,0,0,0,0,12,17,8,8,3,1,4,7,1.75,0.333
1718121092-175,https://www.milb.com/stats/pitching?page=17,LukeL LittleLittle,P,IOW,0,0,4.05,4,0,0,0,1,1,6.2,3,3,3,0,2,7,7,1.5,0.15
1718121092-176,https://www.milb.com/stats/pitching?page=17,YuniorY MarteMarte,P,LHV,0,0,7.36,6,0,0,0,0,1,7.1,12,7,6,1,1,6,7,2.45,0.414
1718121092-177,https://www.milb.com/stats/pitching?page=17,LuisL MorenoMoreno,P,SYR,0,2,14.29,2,2,0,0,0,0,5.2,6,9,9,0,1,6,7,2.12,0.286
1718121092-178,https://www.milb.com/stats/pitching?page=17,ErikE SwansonSwanson,P,BUF,0,1,9.53,7,0,0,0,0,0,5.2,9,6,6,2,0,5,7,2.47,0.375
1718121092-179,https://www.milb.com/stats/pitching?page=17,AbnerA UribeUribe,P,NAS,1,0,1.04,7,0,0,0,1,1,8.2,3,1,1,0,2,7,7,1.15,0.103
1718121092-180,https://www.milb.com/stats/pitching?page=17,KyleK WhittenWhitten,P,DUR,1,0,4.05,3,0,0,0,0,0,6.2,4,3,3,1,0,1,7,0.75,0.174
1718121092-181,https://www.milb.com/stats/pitching?page=17,BrandonB WilliamsonWilliamson,P,LOU,0,0,0.84,3,3,0,0,0,0,10.2,6,1,1,0,1,3,7,0.84,0.176
1718121092-182,https://www.milb.com/stats/pitching?page=17,HuascarH YnoaYnoa,P,GWN,0,1,6.52,3,3,0,0,0,0,9.2,11,7,7,2,1,2,7,1.34,0.297
1718121092-183,https://www.milb.com/stats/pitching?page=17,AndrewA BechtoldBechtold,P,BUF,1,0,12.46,4,0,0,0,0,1,4.1,8,6,6,1,0,7,6,3.46,0.381
1718121096-184,https://www.milb.com/stats/pitching?page=16,ColbyC WhiteWhite,P,DUR,0,2,17.61,9,1,0,0,0,1,7.2,10,17,15,3,2,10,10,2.61,0.294
1718121096-185,https://www.milb.com/stats/pitching?page=16,GavinG WilliamsWilliams,P,COL,0,0,8.53,3,3,0,0,0,0,6.1,8,7,6,2,0,4,10,1.89,0.296
1718121096-186,https://www.milb.com/stats/pitching?page=16,AlexA YoungYoung,P,LOU,1,0,1.38,13,0,0,0,0,0,13,8,3,2,0,2,6,10,1.08,0.178
1718121096-187,https://www.milb.com/stats/pitching?page=16,T.J.T ZeuchZeuch,P,ROC,0,1,12.39,10,1,0,0,0,0,20.1,38,29,28,8,4,8,10,2.26,0.388
1718121096-188,https://www.milb.com/stats/pitching?page=16,TylerT ZuberZuber,P,DUR,1,0,0,8,0,0,0,3,3,8.2,4,0,0,0,0,3,10,0.81,0.129
1718121096-189,https://www.milb.com/stats/pitching?page=16,ShaunS AndersonAnderson,P,JAX,0,1,2.45,2,2,0,0,0,0,7.1,9,3,2,0,0,0,9,1.23,0.29
1718121096-190,https://www.milb.com/stats/pitching?page=16,IsaiahI CampbellCampbell,P,WOR,0,1,1.17,7,0,0,0,0,0,7.2,4,2,1,1,0,2,9,0.78,0.148
1718121096-191,https://www.milb.com/stats/pitching?page=16,CooperC CriswellCriswell,P,WOR,0,1,0.87,2,2,0,0,0,0,10.1,8,1,1,0,3,3,9,1.06,0.229
1718121096-192,https://www.milb.com/stats/pitching?page=16,ParkerP DunsheeDunshee,P,GWN,0,0,1.13,3,0,0,0,2,2,8,8,1,1,0,1,2,9,1.25,0.267
1718121096-193,https://www.milb.com/stats/pitching?page=16,ShintaroS FujinamiFujinami,P,SYR,0,0,14.09,9,0,0,0,0,0,7.2,7,15,12,1,2,17,9,3.13,0.25
1718121096-194,https://www.milb.com/stats/pitching?page=16,AlexA LangeLange,P,TOL,1,0,1.29,7,0,0,0,0,0,7,5,1,1,1,0,0,9,0.71,0.192
1718121096-195,https://www.milb.com/stats/pitching?page=16,NateN LavenderLavender,P,SYR,0,0,3.86,5,1,0,0,0,0,7,6,3,3,2,0,7,9,1.86,0.222
1718121096-196,https://www.milb.com/stats/pitching?page=16,BrandonB LeibrandtLeibrandt,P,LOU,1,0,3.68,3,3,0,0,0,0,14.2,14,6,6,4,1,5,9,1.3,0.259
1718121096-197,https://www.milb.com/stats/pitching?page=16,ZachZ MaxwellMaxwell,P,LOU,1,0,7.5,7,0,0,0,0,1,6,6,6,5,0,0,10,9,2.67,0.261
1718121096-198,https://www.milb.com/stats/pitching?page=16,SamS MollMoll,P,LOU,1,2,6.48,9,0,0,0,1,1,8.1,11,6,6,1,2,3,9,1.68,0.324
1718121096-199,https://www.milb.com/stats/pitching?page=16,EliE MorganMorgan,P,COL,0,0,3.24,6,0,0,0,0,0,8.1,3,3,3,1,0,6,9,1.08,0.111
1718121096-200,https://www.milb.com/stats/pitching?page=16,AndreA PallantePallante,P,MEM,1,0,2.2,4,3,0,0,0,0,16.1,14,4,4,0,2,13,9,1.65,0.241
1718121096-201,https://www.milb.com/stats/pitching?page=16,AndrewA PolitiPoliti,P,WOR,0,1,9.82,8,0,0,0,0,1,7.1,10,8,8,4,0,5,9,2.05,0.333
1718121096-202,https://www.milb.com/stats/pitching?page=16,JaredJ ShusterShuster,P,CLT,0,1,6.39,3,3,0,0,0,0,12.2,14,9,9,4,0,3,9,1.34,0.275
1718121096-203,https://www.milb.com/stats/pitching?page=16,NashN WaltersWalters,P,ROC,0,0,4.63,8,0,0,0,0,1,11.2,12,6,6,2,0,4,9,1.37,0.267
1718121096-204,https://www.milb.com/stats/pitching?page=16,TylerT AlexanderAlexander,P,DUR,0,1,6.35,1,1,0,0,0,0,5.2,9,5,4,1,0,1,8,1.76,0.346
1718121096-205,https://www.milb.com/stats/pitching?page=16,CalebC BaragarBaragar,P,STP,0,1,6.75,2,2,0,0,0,0,6.2,11,7,5,1,0,3,8,2.1,0.355
1718121096-206,https://www.milb.com/stats/pitching?page=16,ValenteV BellozoBellozo,P,JAX,0,1,7.71,3,3,0,0,0,0,11.2,9,10,10,5,2,8,8,1.46,0.22
1718121096-207,https://www.milb.com/stats/pitching?page=16,ChrisC DevenskiDevenski,P,DUR,0,0,6,3,0,0,0,0,1,6,7,4,4,1,0,0,8,1.17,0.292
1718121096-208,https://www.milb.com/stats/pitching?page=16,KevinK KellyKelly,P,DUR,0,0,0,5,0,0,0,0,0,4.2,4,1,0,0,0,0,8,0.86,0.222
1718121099-209,https://www.milb.com/stats/pitching?page=15,ZackZ KellyKelly,P,WOR,0,0,0,7,0,0,0,1,1,10.2,1,0,0,0,0,8,11,0.84,0.031
1718121099-210,https://www.milb.com/stats/pitching?page=15,JeffJ LindgrenLindgren,P,JAX,0,0,10.95,6,0,0,0,0,0,12.1,15,15,15,7,1,9,11,1.95,0.326
1718121099-211,https://www.milb.com/stats/pitching?page=15,NicholasN PadillaPadilla,P,CLT,0,0,4.32,6,0,0,0,0,0,8.1,8,4,4,1,0,2,11,1.2,0.25
1718121099-212,https://www.milb.com/stats/pitching?page=15,DavidD PetersonPeterson,P,SYR,1,1,2.79,2,2,0,0,0,0,9.2,12,4,3,0,1,2,11,1.45,0.3
1718121099-213,https://www.milb.com/stats/pitching?page=15,ZachZ PopPop,P,BUF,0,1,1.86,9,0,0,0,3,3,9.2,8,3,2,0,0,5,11,1.34,0.205
1718121099-214,https://www.milb.com/stats/pitching?page=15,AngelA SánchezSánchez,P,DUR,3,1,2.61,4,4,0,0,0,0,20.2,23,11,6,2,0,6,11,1.4,0.288
1718121099-215,https://www.milb.com/stats/pitching?page=15,HurstonH WaldrepWaldrep,P,GWN,0,1,4.5,1,1,0,0,0,0,6,5,3,3,1,0,1,11,1,0.227
1718121099-216,https://www.milb.com/stats/pitching?page=15,JordanJ WicksWicks,P,IOW,0,2,3.12,3,3,0,0,0,0,8.2,5,4,3,1,0,3,11,0.92,0.161
1718121099-217,https://www.milb.com/stats/pitching?page=15,JaimeJ AriasArias,P,COL,0,1,8.79,4,0,0,0,0,0,14.1,26,14,14,6,1,8,10,2.37,0.413
1718121099-218,https://www.milb.com/stats/pitching?page=15,JacobJ BarnesBarnes,P,ROC,0,0,0,7,0,0,0,2,2,8,1,0,0,0,0,2,10,0.38,0.04
1718121099-219,https://www.milb.com/stats/pitching?page=15,RichardR BleierBleier,P,ROC,1,1,4.32,15,0,0,0,1,3,16.2,20,8,8,2,0,2,10,1.32,0.313
1718121099-220,https://www.milb.com/stats/pitching?page=15,KyleK BradishBradish,P,NOR,1,0,5.4,2,2,0,0,0,0,8.1,11,5,5,1,1,4,10,1.8,0.324
1718121099-221,https://www.milb.com/stats/pitching?page=15,HuascarH BrazobanBrazoban,P,JAX,1,1,5.91,6,0,0,0,0,0,10.2,13,9,7,2,0,3,10,1.5,0.295
1718121099-222,https://www.milb.com/stats/pitching?page=15,TommyT DoyleDoyle,P,GWN,0,1,3.52,6,0,0,0,1,2,7.2,6,4,3,1,0,6,10,1.57,0.2
1718121099-223,https://www.milb.com/stats/pitching?page=15,DavidD FletcherFletcher,2B,GWN,0,1,6.55,5,1,0,0,0,0,11,10,8,8,0,3,7,10,1.55,0.244
1718121099-224,https://www.milb.com/stats/pitching?page=15,DeiviD GarcíaGarcía,P,CLT,1,2,9,10,0,0,0,0,0,9,9,9,9,1,2,11,10,2.22,0.265
1718121099-225,https://www.milb.com/stats/pitching?page=15,VladimirV GutierrezGutierrez,P,WOR,0,0,10.66,7,2,0,0,1,1,12.2,17,17,15,2,1,15,10,2.53,0.321
1718121099-226,https://www.milb.com/stats/pitching?page=15,DaultonD JefferiesJefferies,P,IND,1,1,7.8,4,4,0,0,0,0,15,22,13,13,1,0,10,10,2.13,0.367
1718121099-227,https://www.milb.com/stats/pitching?page=15,JaredJ KoenigKoenig,P,NAS,0,0,1.59,5,0,0,0,0,0,5.2,2,1,1,0,0,2,10,0.71,0.118
1718121099-228,https://www.milb.com/stats/pitching?page=15,NickN LodoloLodolo,P,LOU,0,2,5.87,2,2,0,0,0,0,7.2,7,5,5,1,3,3,10,1.3,0.259
1718121099-229,https://www.milb.com/stats/pitching?page=15,TylerT McKayMcKay,P,LHV,1,1,5.68,12,0,0,0,0,1,12.2,15,12,8,2,1,11,10,2.05,0.294
1718121099-230,https://www.milb.com/stats/pitching?page=15,HunterH ParsonsParsons,P,SYR,0,0,6.75,5,1,0,0,0,0,6.2,5,5,5,1,0,8,10,1.95,0.208
1718121099-231,https://www.milb.com/stats/pitching?page=15,RyderR RyanRyan,P,IND,0,0,3.77,10,0,0,0,0,1,14.1,17,7,6,3,0,5,10,1.53,0.304
1718121099-232,https://www.milb.com/stats/pitching?page=15,RickyR TiedemannTiedemann,P,BUF,0,1,5.63,3,3,0,0,0,0,8,7,5,5,3,3,9,10,2,0.241
1718121099-233,https://www.milb.com/stats/pitching?page=15,HaydenH WesneskiWesneski,P,IOW,1,0,2.53,3,2,0,0,0,0,10.2,9,3,3,0,2,3,10,1.13,0.231
1718121103-234,https://www.milb.com/stats/pitching?page=14,MychalM GivensGivens,P,JAX,0,0,7.94,9,0,0,0,0,0,11.1,13,10,10,2,1,5,13,1.59,0.277
1718121103-235,https://www.milb.com/stats/pitching?page=14,TylorT MegillMegill,P,SYR,1,0,0,2,2,0,0,0,0,9.1,7,0,0,0,0,1,13,0.86,0.219
1718121103-236,https://www.milb.com/stats/pitching?page=14,CarmenC MlodzinskiMlodzinski,P,IND,0,1,6.43,12,0,0,0,0,2,14,18,10,10,3,2,7,13,1.79,0.316
1718121103-237,https://www.milb.com/stats/pitching?page=14,KyleK NicolasNicolas,P,IND,0,0,0.84,9,0,0,0,1,1,10.2,2,1,1,0,1,9,13,1.03,0.061
1718121103-238,https://www.milb.com/stats/pitching?page=14,JoséJ RuizRuiz,P,LHV,0,1,1.64,10,0,0,0,3,4,11,7,2,2,1,0,3,13,0.91,0.179
1718121103-239,https://www.milb.com/stats/pitching?page=14,NickN WittgrenWittgren,P,STP,0,0,2.31,9,0,0,0,0,0,11.2,8,3,3,0,1,2,13,0.86,0.186
1718121103-240,https://www.milb.com/stats/pitching?page=14,BrandonB YoungYoung,P,NOR,1,0,5.25,3,2,0,0,0,0,12,10,8,7,1,1,6,13,1.33,0.222
1718121103-241,https://www.milb.com/stats/pitching?page=14,MelvinM AdónAdón,P,WOR,0,1,11.88,7,0,0,0,0,1,8.1,9,11,11,2,1,10,12,2.28,0.273
1718121103-242,https://www.milb.com/stats/pitching?page=14,JorgeJ AlcalaAlcala,P,STP,0,0,2.08,7,0,0,0,2,2,8.2,5,2,2,1,0,7,12,1.38,0.179
1718121103-243,https://www.milb.com/stats/pitching?page=14,KrisK BubicBubic,P,OMA,0,1,1.42,3,3,0,0,0,0,12.2,9,2,2,0,1,3,12,0.95,0.196
1718121103-244,https://www.milb.com/stats/pitching?page=14,SeanS BurkeBurke,P,CLT,0,0,3.86,2,2,0,0,0,0,7,6,3,3,1,0,4,12,1.43,0.231
1718121103-245,https://www.milb.com/stats/pitching?page=14,EdwardE CabreraCabrera,P,JAX,0,0,0.71,3,3,0,0,0,0,12.2,11,2,1,0,0,8,12,1.5,0.244
1718121103-246,https://www.milb.com/stats/pitching?page=14,ZachZ DaviesDavies,P,OMA,1,1,4.29,5,5,0,0,0,0,21,20,11,10,2,0,9,12,1.38,0.247
1718121103-247,https://www.milb.com/stats/pitching?page=14,AntonioA JimenezJimenez,P,DUR,0,0,6.75,9,0,0,0,0,2,12,16,9,9,3,0,3,12,1.58,0.314
1718121103-248,https://www.milb.com/stats/pitching?page=14,MaxM LazarLazar,P,LHV,1,1,0.75,10,0,0,0,4,4,12,4,2,1,0,0,3,12,0.58,0.105
1718121103-249,https://www.milb.com/stats/pitching?page=14,NickN NelsonNelson,P,LHV,1,2,8.62,15,0,0,0,0,4,15.2,20,18,15,3,2,9,12,1.85,0.308
1718121103-250,https://www.milb.com/stats/pitching?page=14,EthanE RobertsRoberts,P,IOW,0,0,0,8,0,0,0,0,0,8.1,3,1,0,0,3,3,12,0.72,0.111
1718121103-251,https://www.milb.com/stats/pitching?page=14,ErikE SabrowskiSabrowski,P,COL,1,1,6,7,0,0,0,0,0,9,8,6,6,0,1,11,12,2.11,0.258
1718121103-252,https://www.milb.com/stats/pitching?page=14,AndrewAn SuárezSuárez,P,NOR,2,1,5.93,10,0,0,0,0,1,13.2,19,11,9,2,1,5,12,1.76,0.339
1718121103-253,https://www.milb.com/stats/pitching?page=14,SimeonS Woods RichardsonWoods Richardson,P,STP,0,1,6.08,3,3,0,0,0,0,13.1,16,9,9,0,1,5,12,1.58,0.302
1718121103-254,https://www.milb.com/stats/pitching?page=14,AustinA BergnerBergner,P,TOL,0,0,11.57,5,5,0,0,0,0,14,21,18,18,4,0,11,11,2.29,0.333
1718121103-255,https://www.milb.com/stats/pitching?page=14,BeauB BurrowsBurrows,P,LHV,0,0,8.1,9,0,0,0,0,0,13.1,15,12,12,1,0,18,11,2.48,0.294
1718121103-256,https://www.milb.com/stats/pitching?page=14,MichaelM ByrneByrne,P,LOU,0,0,4.05,7,0,0,0,2,2,6.2,7,3,3,0,1,2,11,1.35,0.28
1718121103-257,https://www.milb.com/stats/pitching?page=14,BowdenB FrancisFrancis,P,BUF,2,1,1.74,4,2,0,0,0,0,10.1,6,4,2,1,1,2,11,0.77,0.162
1718121103-258,https://www.milb.com/stats/pitching?page=14,JoeJ GunkelGunkel,P,STP,0,5,10.54,9,7,0,0,0,0,27.1,52,33,32,7,0,6,11,2.12,0.406
1718121112-259,https://www.milb.com/stats/pitching?page=13,TajT BradleyBradley,P,DUR,1,0,0.82,2,2,0,0,0,0,11,2,1,1,1,0,3,15,0.45,0.057
1718121112-260,https://www.milb.com/stats/pitching?page=13,ColtenC BrewerBrewer,P,IOW,0,2,1.54,9,0,0,0,3,4,11.2,8,4,2,1,0,5,15,1.11,0.186
1718121112-261,https://www.milb.com/stats/pitching?page=13,BrentB HeadrickHeadrick,P,STP,1,0,2.08,2,2,0,0,0,0,8.2,7,2,2,1,0,3,15,1.15,0.219
1718121112-262,https://www.milb.com/stats/pitching?page=13,TreyT McGoughMcGough,P,NOR,1,0,3.55,5,0,0,0,0,0,12.2,9,5,5,2,0,6,15,1.18,0.196
1718121112-263,https://www.milb.com/stats/pitching?page=13,StephenS NogosekNogosek,P,ROC,1,2,9.77,11,0,0,0,0,1,15.2,15,18,17,5,1,18,15,2.11,0.263
1718121112-264,https://www.milb.com/stats/pitching?page=13,RicardoR PintoPinto,P,LHV,1,1,4.63,6,4,1,0,0,0,23.1,26,12,12,2,1,13,15,1.67,0.286
1718121112-265,https://www.milb.com/stats/pitching?page=13,ArtA WarrenWarren,P,SWB,0,0,11.37,11,0,0,0,0,0,12.2,23,16,16,6,0,8,15,2.45,0.39
1718121112-266,https://www.milb.com/stats/pitching?page=13,CoryC AbbottAbbott,P,CLT,2,1,5.32,12,1,0,0,0,0,22,23,15,13,5,0,9,14,1.45,0.267
1718121112-267,https://www.milb.com/stats/pitching?page=13,TylerT BeedeBeede,P,COL,0,3,10.43,5,4,0,0,0,0,14.2,17,17,17,3,0,8,14,1.7,0.298
1718121112-268,https://www.milb.com/stats/pitching?page=13,JTJ ChargoisChargois,P,JAX,0,0,0.71,11,2,0,0,0,0,12.2,4,1,1,0,0,4,14,0.63,0.095
1718121112-269,https://www.milb.com/stats/pitching?page=13,AustinA CoxCox,P,OMA,1,0,5.63,11,0,0,0,0,0,16,18,11,10,5,1,12,14,1.88,0.29
1718121112-270,https://www.milb.com/stats/pitching?page=13,JonahJ DipotoDipoto,P,LHV,1,0,4.96,12,2,0,0,0,2,16.1,14,12,9,4,3,9,14,1.41,0.222
1718121112-271,https://www.milb.com/stats/pitching?page=13,NickN DombkowskiDombkowski,P,IND,1,1,4.5,4,2,0,0,0,0,16,20,8,8,3,0,12,14,2,0.313
1718121112-272,https://www.milb.com/stats/pitching?page=13,BradB KellerKeller,P,CLT,1,1,4.5,3,3,0,0,0,0,16,16,8,8,1,0,6,14,1.38,0.262
1718121112-273,https://www.milb.com/stats/pitching?page=13,MaxM KranickKranick,P,SYR,0,0,3.66,9,2,0,0,0,0,19.2,21,10,8,4,1,9,14,1.53,0.269
1718121112-274,https://www.milb.com/stats/pitching?page=13,KyleK LeahyLeahy,P,MEM,0,2,5.84,8,0,0,0,0,0,12.1,13,8,8,4,0,4,14,1.38,0.283
1718121112-275,https://www.milb.com/stats/pitching?page=13,EastonE LucasLucas,P,TOL,0,0,5.4,6,0,0,0,1,2,10,11,6,6,1,0,3,14,1.4,0.275
1718121112-276,https://www.milb.com/stats/pitching?page=13,CorbinCo MartinMartin,P,NOR,1,1,7.02,15,0,0,0,1,1,16.2,23,14,13,2,0,19,14,2.52,0.343
1718121112-277,https://www.milb.com/stats/pitching?page=13,NickN RaquetRaquet,P,MEM,0,1,5.65,7,0,0,0,0,0,14.1,18,11,9,2,1,5,14,1.6,0.316
1718121112-278,https://www.milb.com/stats/pitching?page=13,AaronA SanchezSanchez,P,BUF,2,2,9,5,5,0,0,0,0,22,24,23,22,4,4,11,14,1.59,0.267
1718121112-279,https://www.milb.com/stats/pitching?page=13,AustinA SchulferSchulfer,P,STP,0,0,5.09,11,0,0,0,0,0,17.2,18,11,10,2,1,10,14,1.58,0.269
1718121112-280,https://www.milb.com/stats/pitching?page=13,ChandlerC ChamplainChamplain,P,OMA,0,0,3,3,3,0,0,0,0,18,16,6,6,2,1,5,13,1.17,0.262
1718121112-281,https://www.milb.com/stats/pitching?page=13,TaylorT ClarkeClarke,P,NAS,1,0,2.95,7,5,0,0,0,0,18.1,17,7,6,3,2,3,13,1.09,0.246
1718121112-282,https://www.milb.com/stats/pitching?page=13,MattM FestaFesta,P,SYR,0,0,3.24,6,0,0,0,0,0,8.1,9,3,3,1,1,1,13,1.2,0.281
1718121112-283,https://www.milb.com/stats/pitching?page=13,NickN FrazeFraze,P,BUF,0,1,3.38,9,1,0,0,1,1,16,13,7,6,2,3,7,13,1.25,0.217
1718121117-284,https://www.milb.com/stats/pitching?page=12,BrandonB KomarKomar,P,MEM,1,0,5.85,9,0,0,0,0,1,20,24,13,13,2,0,9,17,1.65,0.296
1718121117-285,https://www.milb.com/stats/pitching?page=12,LaelL LockhartLockhart,P,TOL,0,1,7.41,4,4,0,0,0,0,17,18,14,14,4,4,10,17,1.65,0.269
1718121117-286,https://www.milb.com/stats/pitching?page=12,JoshJ MaciejewskiMaciejewski,P,SWB,1,1,4.5,7,2,0,0,0,0,16,19,9,8,1,1,6,17,1.56,0.284
1718121117-287,https://www.milb.com/stats/pitching?page=12,RonR MarinaccioMarinaccio,P,SWB,0,2,1.17,11,0,0,0,3,3,15.1,9,2,2,1,2,5,17,0.91,0.167
1718121117-288,https://www.milb.com/stats/pitching?page=12,DaltonD RoachRoach,P,CLT,1,0,4.3,13,0,0,0,0,0,14.2,12,8,7,1,2,8,17,1.36,0.218
1718121117-289,https://www.milb.com/stats/pitching?page=12,BeauB SulserSulser,P,BUF,1,3,7.59,7,3,0,0,0,0,21.1,23,18,18,8,1,3,17,1.22,0.274
1718121117-290,https://www.milb.com/stats/pitching?page=12,AlbertAl SuárezSuárez,P,NOR,1,1,5.87,3,1,0,0,0,0,15.1,19,11,10,2,0,1,17,1.3,0.297
1718121117-291,https://www.milb.com/stats/pitching?page=12,JoshJ WinckowskiWinckowski,P,WOR,1,2,4.19,5,4,0,0,0,0,19.1,24,15,9,1,0,4,17,1.45,0.279
1718121117-292,https://www.milb.com/stats/pitching?page=12,JoshJ WinderWinder,P,STP,2,0,5.63,9,0,0,0,2,2,16,20,11,10,1,2,6,17,1.63,0.313
1718121117-293,https://www.milb.com/stats/pitching?page=12,DrewD AndersonAnderson,P,TOL,2,1,3.86,9,0,0,0,1,2,14,16,6,6,0,0,9,16,1.79,0.286
1718121117-294,https://www.milb.com/stats/pitching?page=12,NolanN BlackwoodBlackwood,P,NAS,1,1,2.87,15,0,0,0,1,1,15.2,13,8,5,1,0,7,16,1.28,0.224
1718121117-295,https://www.milb.com/stats/pitching?page=12,WilliamW FlemingFleming,P,OMA,0,0,5.14,5,5,0,0,0,0,21,24,12,12,3,3,7,16,1.48,0.282
1718121117-296,https://www.milb.com/stats/pitching?page=12,J.C.J FlowersFlowers,P,IND,2,1,9,14,2,0,0,0,1,20,27,24,20,4,2,26,16,2.65,0.329
1718121117-297,https://www.milb.com/stats/pitching?page=12,BraxtonB GarrettGarrett,P,JAX,1,0,3.93,4,4,0,0,0,0,18.1,14,8,8,3,0,3,16,0.93,0.212
1718121117-298,https://www.milb.com/stats/pitching?page=12,ChrisC GauGau,P,IND,2,1,6,7,1,0,0,0,0,18,16,13,12,3,0,15,16,1.72,0.235
1718121117-299,https://www.milb.com/stats/pitching?page=12,KalebK OrtOrt,P,NOR,0,1,12.08,14,0,0,0,2,2,12.2,21,19,17,2,0,10,16,2.45,0.356
1718121117-300,https://www.milb.com/stats/pitching?page=12,YarielY RodríguezRodriguez,P,BUF,0,0,0.68,6,5,0,0,0,0,13.1,6,2,1,0,1,9,16,1.13,0.13
1718121117-301,https://www.milb.com/stats/pitching?page=12,ChrisC RoycroftRoycroft,P,MEM,1,0,0.98,14,0,0,0,2,2,18.1,12,2,2,1,0,6,16,0.98,0.185
1718121117-302,https://www.milb.com/stats/pitching?page=12,JoshJ StaumontStaumont,P,STP,0,1,4.22,8,0,0,0,0,0,10.2,9,5,5,1,0,3,16,1.13,0.231
1718121117-303,https://www.milb.com/stats/pitching?page=12,DarrellD ThompsonThompson,P,NAS,2,1,2.77,14,0,0,0,1,3,13,6,7,4,3,2,12,16,1.38,0.133
1718121117-304,https://www.milb.com/stats/pitching?page=12,RyanR ZeferjahnZeferjahn,P,WOR,0,2,5.68,9,1,0,0,1,2,12.2,12,11,8,3,3,11,16,1.82,0.255
1718121117-305,https://www.milb.com/stats/pitching?page=12,TyT AdcockAdcock,P,SYR,1,1,4.91,11,0,0,0,1,1,11,13,7,6,2,1,5,15,1.64,0.277
1718121117-306,https://www.milb.com/stats/pitching?page=12,Nelson L.N AlvarezAlvarez,P,DUR,1,0,3.94,12,0,0,0,0,0,16,11,8,7,0,0,15,15,1.63,0.208
1718121117-307,https://www.milb.com/stats/pitching?page=12,MattM AndrieseAndriese,P,JAX,1,3,4.03,9,1,0,0,0,0,22.1,30,10,10,1,0,9,15,1.75,0.323
